"","Soil_Porewater_Salinity","Wet_Soil_pH","Soil_Salinity","Bulk_Density","Organic_Matter","Percent_Flooded"
"means",6.98366833337477,6.2368655018279,3.22564735944316,0.235180302917411,38.9915139599375,0.502495448886048
"sd",6.71837014915329,0.626780867842115,2.85800670711081,0.152529441901452,20.1841696640629,0.26830369587061
